Cód Cidades,Cidades,UF,Já é atendido pela Loggi?,Distância de Cajamar (km),População 2018,área em KM2,Tem malha aerea?,Latitude,Longitude,IDH,Taxa de Homicídio
3131901,Itabirito (MG),MG,nao,"629,89",50829,543,nao,-20.251972400000000,-43.802917100000000,"0,73","38,67"
4216206,São Francisco do Sul (SC),SC,nao,"571,37",50714,493,nao,-26.249508700000000,-48.630808700000000,"0,762","38,67"
3303609,Paracambi (RJ),RJ,nao,"385,21",50614,179,nao,-22.610915800000000,-43.709691200000000,"0,72","38,67"
3556453,Vargem Grande Paulista (SP),SP,nao,"48,75",50365,34,nao,-23.624547200000000,-47.022953600250900000000,"0,77","38,67"
1716109,Paraíso do Tocantins (TO),TO,nao,1685,50359,1297,nao,-10.175247400000000,-48.88675900000000,"0,764","38,67"
3531308,Monte Alto (SP),SP,nao,"359,32",49974,347,nao,-21.2577030500000000,-48.516360171288200000000,"0,768","38,67"
4219507,Xanxerê (SC),SC,nao,"840,03",49735,378,nao,-26.87469400000000,-52.40357900000000,"0,775","38,67"
3544103,Rio Grande da Serra (SP),SP,nao,"48,53",49414,37,nao,-23.738500000000,-46.387029411764700000000,"0,749","38,67"
2312403,São Gonçalo do Amarante (CE),CE,nao,3153,48279,834,nao,-3.611055500000000,-38.966324900000000,"0,665","106,3"
4113205,Lapa (PR),PR,nao,"485,5",48062,2046,nao,-25.7670900000000,-49.71677700000000,"0,706","38,67"
3508405,Cabreúva (SP),SP,nao,"89,74",47890,260,nao,-23.307554200000000,-47.132433700000000,"0,738","38,67"
2700409,Atalaia (AL),AL,nao,2405,47734,532,nao,-9.46600,-36.0127090272185,"0,561","38,67"
3540200,Pontal (SP),SP,nao,"354,97",47661,355,nao,-21.023971400000000,-48.039345700000000,"0,725","38,67"
1301852,Iranduba (AM),AM,nao,3940,47402,2215,nao,-3.275820300000000,-60.186742900000000,"0,613","38,67"
4307609,Estância Velha (RS),RS,nao,1165,47304,52,nao,-29.652966600000000,-51.171968700000000,"0,757","38,67"
2921005,Mata de São João (BA),BA,nao,1968,46955,670,nao,-12.53068500000000,-38.30089800000000,"0,668","38,67"
3511508,Cerquilho (SP),SP,nao,"148,75",46754,128,nao,-23.162655600000000,-47.743387800000000,"0,782","38,67"
3537107,Pedreira (SP),SP,nao,"143,31",46603,110,nao,-22.74134700000000,-46.89484600000000,"0,769","38,67"
3528403,Mairinque (SP),SP,nao,"75,91",46563,210,nao,-23.540124700000000,-47.184632300000000,"0,743","38,67"
3527306,Louveira (SP),SP,nao,"71,41",45959,55,nao,-23.0863900000000,-46.9505600000000,"0,777","38,67"
3554805,Tremembé (SP),SP,nao,"156,05",45910,192,nao,-22.9571400000000,-45.54752600000000,"0,785","38,67"
5214606,Niquelândia (GO),GO,nao,1206,45898,9843,nao,-14.464865500000000,-48.457224400000000,"0,715","38,67"
2929503,São Sebastião do Passé (BA),BA,nao," 1,936,777",45816,549,nao,-12.517792600000000,-38.492156600000000,"0,657","38,67"
3545308,Salto de Pirapora (SP),SP,nao,"126,48",44398,280,nao,-23.6600000000,-47.589807692307700000000,"0,729","38,67"
3110004,Caeté (MG),MG,nao,"638,4",44379,541,nao,-19.89777700000000,-43.67027800000000,"0,728","38,67"
2512507,Queimadas (PB),PB,nao,2656,44209,409,nao,-7.364040400000000,-35.901664400000000,"0,608","38,67"
2412203,São José de Mipibu (RN),RN,nao,2910,43991,294,nao,-6.074686700000000,-35.237018400000000,"0,611","38,67"
3551504,Serrana (SP),SP,nao,"313,01",43797,126,nao,-21.206688300000000,-47.605377400000000,"0,729","38,67"
2211100,União (PI),PI,nao,2748,43744,1173,nao,-4.589255300000000,-42.859334800000000,"0,577","38,67"
2933208,Vera Cruz (BA),BA,nao,1877,43658,253,nao,-12.960815300000000,-38.609921600000000,"0,645","38,67"
3534302,Orlândia (SP),SP,nao,"368,02",43305,296,nao,-20.72027800000000,-47.88666700000000,"0,78","38,67"
3525102,Jardinópolis (SP),SP,nao,"334,3",42913,503,nao,-21.025512600000000,-47.770680700000000,"0,735","38,67"
4206504,Guaramirim (SC),SC,nao,"546,05",42889,268,nao,-26.46875300000000,-49.00262800000000,"0,751","38,67"
4218202,Timbó (SC),SC,nao,"608,57",42805,127,nao,-26.828273700000000,-49.27064100000000,"0,784","38,67"
4104006,Campina Grande do Sul (PR),PR,nao,"380,81",42547,540,nao,-25.304603200000000,-49.054535500000000,"0,718","38,67"
4317608,Santo Antônio da Patrulha (RS),RS,nao, sem info,42335,1049,nao,-29.82676800000000,-50.51748900000000,"0,717","38,67"
2109601,Rosário (MA),MA,nao,2854,42313,685,nao,-3.075263200000000,-42.235628200000000,"0,632","38,67"
4215000,Rio Negrinho (SC),SC,nao,"527,22",42017,908,nao,-26.171711200000000,-49.426955700000000,"0,738","38,67"
2612604,Santa Maria da Boa Vista (PE),PE,nao,2284,41647,3001,nao,-8.778454200000000,-39.872798088569800000000,"0,59","38,67"
2702900,Girau do Ponciano (AL),AL,nao,2305,41287,502,nao,-9.793500000000,-36.832348039215700000000,"0,536","38,67"
5208806,Goianira (GO),GO,nao,"934,17",41188,200,nao,-16.500197300000000,-49.425478800000000,"0,694","38,67"
3130101,Igarapé (MG),MG,nao,"538,56",41159,110,nao,-20.068772600000000,-44.301630600000000,"0,698","38,67"
3554508,Tietê (SP),SP,nao,"146,09",41026,393,nao,-23.103030200000000,-47.714793700000000,"0,778","38,67"
2929206,São Francisco do Conde (BA),BA,nao,1930,40236,267,nao,-12.62810800000000,-38.681132600000000,"0,674","38,67"
4117503,Paiçandu (PR),PR,nao,"664,15",40161,171,nao,-23.457588400000000,-52.04898800000000,"0,716","38,67"
2200400,Altos (PI),PI,nao," 2,714,749",39850,958,nao,-5.039391500000000,-42.461169400000000,"0,614","38,67"
4204806,Curitibanos (SC),SC,nao,"731,11",39553,952,nao,-27.291777400000000,-50.577024100000000,"0,721","38,67"
2306256,Itaitinga (CE),CE,nao,2903,39321,151,nao,-3.96576800000000,-38.52976300000000,"0,626","38,67"
3518602,Guariba (SP),SP,nao,"338,87",39216,270,nao,-21.3593800000000,-48.2315800000000,"0,719","38,67"
4305355,Charqueadas (RS),RS,nao,1185,38911,217,nao,-29.95501200000000,-51.624919500000000,"0,747","38,67"
3539509,Pitangueiras (SP),SP,nao,"370,22",38890,430,nao,-21.0019214500000000,-48.221243757918400000000,"0,723","38,67"
3109006,Brumadinho (MG),MG,nao,"544,9",38882,640,nao,-20.14361100000000,-44.200000000,"0,747","38,67"
4306767,Eldorado do Sul (RS),RS,nao,1141,38600,510,nao,-29.998463900000000,-51.309197700000000,"0,717","38,67"
2205508,José de Freitas (PI),PI,nao,2756,38542,1538,nao,-4.757835700000000,-42.576377700000000,"0,618","38,67"
1300300,Autazes (AM),AM,nao, sem info,38460,7599,nao,-3.583328300000000,-59.130151800000000,"0,577","38,67"
2925204,Pojuca (BA),BA,nao," 1,979,777",38429,318,nao,-12.42313500000000,-38.325970700000000,"0,666","38,67"
2308005,Massapê (CE),CE,nao," 3,055,699",38218,572,nao,-3.523905800000000,-40.342310700000000,"0,616","38,67"
2929305,São Gonçalo dos Campos (BA),BA,nao,1875,37695,294,nao,-12.433999100000000,-38.948808200000000,"0,627","38,67"
1301100,Careiro (AM),AM,nao,3778,37391,6092,nao,-3.818527700000000,-60.361650500000000,"0,557","38,67"
3141108,Matozinhos (MG),MG,nao,"630,47",37350,253,nao,-19.557654700000000,-44.081603500000000,"0,731","38,67"
2110203,Santa Rita (MA),MA,nao,2827,37117,786,nao,-3.042099400000000,-44.317635700000000,"0,609","75,0"
4218004,Tijucas (SC),SC,nao,"645,11",36941,277,nao,-27.23940400000000,-48.635369600000000,"0,76","38,67"
3502507,Aparecida (SP),SP,nao,"179,97",36270,121,nao,-22.85155200000000,-45.234092400000000,"0,755","38,67"
2706901,Pilar (AL),AL,nao,2398,35543,249,nao,-9.599500000000,-35.9832500000000,"0,61","38,67"
2909901,Curaçá (BA),BA,nao, sem info,35415,6442,nao,-8.992565500000000,-39.905316900000000,"0,581","38,67"
2308401,Missão Velha (CE),CE,nao,2463,35404,651,nao,-7.24849100000000,-39.143484300000000,"0,622","38,67"
4201307,Araquari (SC),SC,nao,"549,87",35328,402,nao,-26.370332400000000,-48.721099400000000,"0,703","38,67"
4213609,Porto União (SC),SC,nao,"646,07",35196,851,nao,-26.241513600000000,-51.081354800000000,"0,786","38,67"
4216305,São João Batista (SC),SC,nao,"670,36",35103,221,nao,-27.27754700000000,-48.849610100000000,"0,74","38,67"
4114807,Marialva (PR),PR,nao,"632,43",34957,475,nao,-23.482098700000000,-51.79578800000000,"0,735","38,67"
3521002,Iperó (SP),SP,nao,"128,48",34940,171,nao,-23.350897700000000,-47.68761100000000,"0,719","38,67"
4310108,Igrejinha (RS),RS,nao,1117,34914,137,nao,-29.56931800000000,-50.79189400000000,"0,721","38,67"
3550407,São Pedro (SP),SP,nao,"195,12",34900,618,nao,-22.558649600000000,-47.934126629043100000000,"0,755","38,67"
4314803,Portão (RS),RS,nao,1162,34708,160,nao,-29.693255400000000,-51.233183700000000,"0,713","38,67"
3513108,Cravinhos (SP),SP,nao,"293,7",34651,311,nao,-21.34027800000000,-47.72944400000000,"0,756","38,67"
1303536,Presidente Figueiredo (AM),AM,nao,4027,34596,25422,nao,-2.048635900000000,-60.023665800000000,"0,647","38,67"
4114203,Mandaguari (PR),PR,nao,"627,4",34554,336,nao,-23.522484900000000,-51.678751100000000,"0,751","38,67"
2708808,São Sebastião (AL),AL,nao,2302,34546,306,nao,-9.957500000000,-36.551942307692300000000,"0,549","38,67"
4102000,Assis Chateaubriand (PR),PR,nao,"880,2",34057,970,nao,-24.405482600000000,-53.512046800000000,"0,729","38,67"
2926301,Riachão do Jacuípe (BA),BA,nao,1904,34023,1199,nao,-11.807108400000000,-39.381684300000000,"0,628","38,67"
3544004,Rio das Pedras (SP),SP,nao,"169,38",33944,227,nao,-24.633045400000000,-48.557024600000000,"0,759","38,67"
2310209,Paracuru (CE),CE,nao,3187,33898,303,nao,-3.4143600000000,-39.03002800000000,"0,637","38,67"
2908507,Conceição do Jacuípe (BA),BA,nao,1884,33879,116,nao,-12.32683100000000,-38.76843300000000,"0,663","38,67"
4122305,Rio Negro (PR),PR,nao,"518,81",33855,603,nao,-26.104766800000000,-49.798276600000000,"0,76","38,67"
4308607,Garibaldi (RS),RS,nao,1026,33632,168,nao,-29.2562253,-51.5269167,"0,786","38,67"
3520400,Ilhabela (SP),SP,nao,203,33369,348,nao,-23.7780600000000,-45.3580600000000,"0,756","38,67"
3305752,Tanguá (RJ),RJ,nao,"499,36",32974,147,nao,-22.735377700000000,-42.720227200000000,"0,654","38,67"
4108809,Guaíra (PR),PR,nao,"922,01",32971,561,nao,-24.085192400000000,-54.256751900000000,"0,724","38,67"
3550209,São Miguel Arcanjo (SP),SP,nao,"184,76",32903,930,nao,-23.93300000000,-48.012497607655500000000,"0,71","38,67"
3158953,Santana do Paraíso (MG),MG,nao,"855,84",32860,276,nao,-19.365291400000000,-42.549483300000000,"0,685","38,67"
3508603,Cachoeira Paulista (SP),SP,nao,"212,93",32771,288,nao,-22.7100000000,-44.966711538461500000000,"0,764","38,67"
4111506,Ivaiporã (PR),PR,nao,"728,2",32713,432,nao,-24.243351700000000,-51.671926800000000,"0,73","38,67"
2310258,Paraipaba (CE),CE,nao,3191,32520,301,nao,-3.43798700000000,-39.14786800000000,"0,634","38,67"
3502903,Araçoiaba da Serra (SP),SP,nao,"124,25",32512,256,nao,-23.5423585500000000,-47.649164781880700000000,"0,776","38,67"
4122206,Rio Branco do Sul (PR),PR,nao,"431,86",32499,814,nao,-25.188537400000000,-49.311908200000000,"0,679","38,67"
4213203,Pomerode (SC),SC,nao,"588,02",32338,216,nao,-26.735621800000000,-49.177009500000000,"0,78","38,67"
5106505,Poconé (MT),MT,nao,1631,32258,17261,nao,-16.263409400000000,-56.622971700000000,"0,652","38,67"
3531902,Morro Agudo (SP),SP,nao,"382,16",32221,1386,nao,-20.727669200000000,-48.05279500000000,"0,712","38,67"
5215603,Padre Bernardo (GO),GO,nao,1145,32154,3138,nao,-15.167641100000000,-48.284056100000000,"0,651","38,67"
2312007,Santana do Acaraú (CE),CE,nao,3074,32026,969,nao,-3.459649200000000,-40.209098700000000,"0,587","38,67"
1303569,Rio Preto da Eva (AM),AM,nao,3978,32015,5813,nao,-3.130769500000000,-59.278368900000000,"0,611","38,67"
3105400,Barão de Cocais (MG),MG,nao,"673,11",31978,341,nao,-19.945243700000000,-43.487029800000000,"0,722","38,67"
3505609,Barrinha (SP),SP,nao,"342,11",31924,147,nao,-21.189884900000000,-48.155064200000000,"0,725","38,67"
3506607,Biritiba Mirim (SP),SP,nao,"81,06",31795,317,nao,-23.569776500000000,-46.040745600000000,"0,712","38,67"
4117909,Palotina (PR),PR,nao,"903,36",31366,651,nao,-24.292895500000000,-53.830800920218300000000,"0,768","38,67"
3165537,Sarzedo (MG),MG,nao,"563,98",31067,62,nao,-20.035300000000,-44.145300000000,"0,734","38,67"
4212502,Penha (SC),SC,nao,"590,45",31040,59,nao,-26.77541800000000,-48.646525100000000,"0,743","38,67"
3526209,Juquitiba (SP),SP,nao,"77,47",31025,522,nao,-23.93234600000000,-47.071421700000000,"0,709","38,67"
2109452,Raposa (MA),MA,nao,2924,30843,64,nao,-2.445945400000000,-44.119375700000000,"0,626","38,67"
4306403,Dois Irmãos (RS),RS,nao,1143,30765,65,nao,-29.5835600000000,-51.08977600000000,"0,743","38,67"
3157203,Santa Bárbara (MG),MG,nao,"683,83",30694,684,nao,-19.95944400000000,-43.41527800000000,"0,707","38,67"
3140704,Mateus Leme (MG),MG,nao,"566,88",30682,303,nao,-19.98666600000000,-44.42805600000000,"0,704","38,67"
1302553,Manaquiri (AM),AM,nao,3830,30251,3976,nao,-3.430588500000000,-60.459307800000000,"0,596","38,67"
3162922,São Joaquim de Bicas (MG),MG,nao,"548,93",30184,72,nao,-20.048905200000000,-44.273169100000000,"0,662","38,67"
2800605,Barra dos Coqueiros (SE),SE,nao,2173,29820,91,nao,-10.907569400000000,-37.038624900000000,"0,649","38,67"
4217709,Sombrio (SC),SC,nao,"916,27",29708,143,nao,-29.10798500000000,-49.63277600000000,"0,728","38,67"
4308201,Flores da Cunha (RS),RS,nao,"962,51",29609,273,nao,-29.03012900000000,-51.183334900000000,"0,754","38,67"
2914505,Irará (BA),BA,nao,1906,29483,240,nao,-12.042027100000000,-38.763563800000000,"0,62","38,67"
1301159,Careiro da Várzea (AM),AM,nao, sem info,29197,2631,nao,-3.31400000000,-59.555735316077600000000,"0,568","38,67"
3518305,Guararema (SP),SP,nao,"80,08",28980,270,nao,-23.414125600000000,-46.036962700000000,"0,731","38,67"
2704203,Limoeiro de Anadia (AL),AL,nao,2367,28951,316,nao,-9.74200000000,-36.459666666666700000000,"0,58","38,67"
3537909,Pilar do Sul (SP),SP,nao,"152,84",28717,682,nao,-23.858500000000,-47.7050312500000000,"0,69","38,67"
3525201,Jarinu (SP),SP,nao,"75,5",28554,208,nao,-23.094958400000000,-46.714863600000000,"0,733","38,67"
5203302,Bela Vista de Goiás (GO),GO,nao,"912,06",28517,1277,nao,-16.969294900000000,-48.951307100000000,"0,716","38,67"
2511202,Pedras de Fogo (PB),PB,nao,2728,28494,401,nao,-7.3604442500000000,-35.062194038095200000000,"0,59","38,67"
2403608,Extremoz (RN),RN,nao,2971,28335,126,nao,-5.70143300000000,-35.3048400000000,"0,66","38,67"
4322004,Triunfo (RS),RS,nao,1197,28297,823,nao,-29.940797200000000,-51.719185900000000,"0,733","38,67"
5214507,Nerópolis (GO),GO,nao,"935,6",28275,204,nao,-16.406981600000000,-49.21943800000000,"0,721","38,67"
4104253,Campo Magro (PR),PR,nao,"431,48",28250,275,nao,-25.369153300000000,-49.449692100000000,"0,701","38,67"
4219705,Xaxim (SC),SC,nao,"858,65",28205,295,nao,-26.960950900000000,-52.533636100000000,"0,752","38,67"
4304804,Carlos Barbosa (RS),RS,nao,1022,28102,230,nao,-29.298087200000000,-51.500444500000000,"0,796","38,67"
4116901,Nova Esperança (PR),PR,nao,"689,02",28080,402,nao,-23.181843700000000,-52.199985200000000,"0,722","38,67"
2709202,Traipu (AL),AL,nao,2312,28064,698,nao,-9.96758300000000,-37.001535700000000,"0,532","38,67"
3526407,Laranjal Paulista (SP),SP,nao,"161,16",27891,387,nao,-23.05056400000000,-47.83754900000000,"0,729","38,67"
4202107,Barra Velha (SC),SC,nao,"567,77",27795,140,nao,-26.633820300000000,-48.683500100000000,"0,738","38,67"
3547502,Santa Rita do Passa Quatro (SP),SP,nao,"257,21",27583,753,nao,-21.678500000000,-47.519820833333300000000,"0,775","38,67"
3512209,Conchal (SP),SP,nao,"178,31",27553,184,nao,-22.33751200000000,-47.17292700000000,"0,708","38,67"
2508307,Lagoa Seca (PB),PB,nao,2681,27540,109,nao,-7.14829700000000,-35.855171946035700000000,"0,627","38,67"
4111258,Itaperuçu (PR),PR,nao,"433,95",27506,312,nao,-25.2192600000000,-49.34542700000000,"0,637","38,67"
2408201,Nísia Floresta (RN),RN,nao," 2,913,185",27376,306,nao,-6.0533682500000000,-35.171410775701100000000,"0,622","38,67"
4318507,São José do Norte (RS),RS,nao,1351,27208,1118,nao,-32.0007963500000000,-51.990918734393700000000,"0,623","38,67"
2307106,Jardim (CE),CE,nao,2421,27069,457,nao,-3.51037600000000,-39.01348100000000,"0,614","38,67"
2303204,Caririaçu (CE),CE,nao,2497,26888,624,nao,-7.041705300000000,-39.283552700000000,"0,578","38,67"
2105104,Icatu (MA),MA,nao,2895,26834,1449,nao,-2.77206500000000,-44.05006100000000,"0,546","38,67"
5200308,Alexânia (GO),GO,nao,1014,26768,848,nao,-16.083404900000000,-48.507780300000000,"0,682","38,67"
4216503,São Joaquim (SC),SC,nao,849,26639,1886,nao,-28.292497200000000,-49.935325500000000,"0,687","38,67"
4313375,Nova Santa Rita (RS),RS,nao,1145,26472,218,nao,-29.846880800000000,-51.291785912847100000000,"0,718","38,67"
2901106,Amélia Rodrigues (BA),BA,nao,1892,26394,124,nao,-12.401538800000000,-38.751697100000000,"0,666","38,67"
2607752,Itapissuma (PE),PE,nao,2694,26344,74,nao,-7.76798300000000,-34.89713600000000,"0,633","38,67"
2304954,Guaiúba (CE),CE,nao,2913,26337,267,nao,-4.041265600000000,-38.636907900000000,"0,617","38,67"
4102109,Astorga (PR),PR,nao,"616,5",26193,435,nao,-23.235018400000000,-51.664707400000000,"0,747","38,67"
3106309,Belo Oriente (MG),MG,nao,"875,42",26164,336,nao,-19.223252300000000,-42.480703300000000,"0,686","38,67"
2404200,Goianinha (RN),RN,nao,2890,26073,192,nao,-6.266353800000000,-35.209244700000000,"0,638","38,67"
3547601,Santa Rosa de Viterbo (SP),SP,nao,"293,75",26067,290,nao,-21.5036271500000000,-47.358884390909100000000,"0,77","38,67"
4205456,Forquilhinha (SC),SC,nao,"890,31",25989,182,nao,-28.748760200000000,-49.473766100000000,"0,753","38,67"
4123501,Santa Helena (PR),PR,nao,1034,25912,758,nao,-24.859173500000000,-54.332881300000000,"0,744","38,67"
3136652,Juatuba (MG),MG,nao,"571,97",25890,97,nao,-19.954689300000000,-44.340518800000000,"0,717","38,67"
2607604,Ilha de Itamaracá (PE),PE,nao,2700,25806,65,nao,-7.74766400000000,-34.83031900000000,"0,653","38,67"
4114302,Mandirituba (PR),PR,nao,"451,98",25669,379,nao,-25.776855300000000,-49.328176900000000,"0,655","38,67"
3509403,Cajuru (SP),SP,nao,"303,4",25655,661,nao,-21.275997800000000,-47.304603500000000,"0,713","38,67"
3546702,Santa Gertrudes (SP),SP,nao,"170,21",25649,98,nao,-22.47300000000,-47.530941292550600000000,"0,737","38,67"
4304663,Capão do Leão (RS),RS,nao,1384,25495,785,nao,-31.77927100000000,-52.458924621992700000000,"0,637","38,67"
2608750,Lagoa Grande (PE),PE,nao, sem info,25299,1852,nao,-8.8701410500000000,-40.192132424723300000000,"0,597","38,67"
2704005,Junqueiro (AL),AL,nao,2310,25079,254,nao,-9.920154900000000,-36.47473700000000,"0,575","38,67"
4319505,São Sebastião do Caí (RS),RS,nao,1050,24970,111,nao,-29.591177700000000,-51.377877200000000,"0,739","38,67"
2908903,Coração de Maria (BA),BA,nao,1897,24792,372,nao,-12.248434500000000,-38.749927400000000,"0,592","38,67"
2504603,Conde (PB),PB,nao,2755,24783,173,nao,-7.300750400000000,-34.858879008333300000000,"0,618","38,67"
5217302,Pirenópolis (GO),GO,nao,1023,24751,2228,nao,-15.850161900000000,-48.95731700000000,"0,693","38,67"
3109303,Buritis (MG),MG,nao,1113,24689,5219,nao,-19.9760088500000000,-43.968979437651900000000,"0,672","38,67"
2702355,Craíbas (AL),AL,nao,2351,24506,275,nao,-9.616803800000000,-36.768466900000000,"0,525","38,67"
2512903,Rio Tinto (PB),PB,nao,2822,24149,466,nao,-6.767744400000000,-35.100011849609900000000,"0,585","38,67"
3507803,Brodowski (SP),SP,nao,"348,19",24098,280,nao,-20.98453200000000,-47.65721700000000,"0,755","38,67"
2304350,Forquilha (CE),CE,nao,3052,24055,517,nao,-4.214567300000000,-38.954680400000000,"0,644","38,67"
3512407,Cordeirópolis (SP),SP,nao,"161,91",23797,137,nao,-22.476832400000000,-47.455055100000000,"0,758","38,67"
4318408,São Jerônimo (RS),RS,nao,1195,23767,937,nao,-29.95964200000000,-51.723819200000000,"0,696","38,67"
2930774,Sobradinho (BA),BA,nao,2219,23705,1323,nao,-9.46977500000000,-40.795747300000000,"0,631","38,67"
3521408,Iracemápolis (SP),SP,nao,"162,1",23271,116,nao,-22.58323400000000,-47.52296300000000,"0,776","38,67"
3553302,Tambaú (SP),SP,nao,"263,08",23262,562,nao,-21.7029200000000,-47.27034400000000,"0,731","38,67"
2304004,Coreaú (CE),CE,nao,3000,23106,776,nao,-3.552150700000000,-40.654686300000000,"0,61","38,67"
2105500,João Lisboa (MA),MA,nao,2351,23020,1127,nao,-5.4436300000000,-47.40638800000000,"0,641","38,67"
2908200,Conceição da Feira (BA),BA,nao,1871,23014,160,nao,-12.501300100000000,-39.000216600000000,"0,634","38,67"
2916104,Itaparica (BA),BA,nao,1893,22862,116,nao,-12.893602300000000,-38.679814100000000,"0,67","38,67"
3548005,Santo Antônio de Posse (SP),SP,nao,"143,96",22801,154,nao,-22.612500000000,-46.94423437500000000,"0,702","38,67"
2702603,Feira Grande (AL),AL,nao," 2,308,207",22472,156,nao,-9.89500000000,-36.66738430065800000000,"0,533","38,67"
2407807,Monte Alegre (RN),RN,nao,2922,22459,200,nao,-6.06990100000000,-35.33363500000000,"0,609","38,67"
4100509,Altônia (PR),PR,nao,"892,31",21986,662,nao,-23.872200400000000,-53.89403700000000,"0,721","38,67"
3513603,Cunha (SP),SP,nao,"233,03",21923,1407,nao,-23.0775300000000,-44.956743600000000,"0,684","38,67"
2503001,Caaporã (PB),PB,nao,2731,21873,150,nao,-7.51023400000000,-34.915411400000000,"0,602","38,67"
2100204,Alcântara (MA),MA,nao,2959,21661,1483,nao,-2.403895600000000,-44.415424100000000,"0,573","38,67"
4208104,Itaiópolis (SC),SC,nao,"553,35",21500,1295,nao,-26.339189900000000,-49.907198300000000,"0,708","38,67"
4319000,São Marcos (RS),RS,nao,"947,13",21364,256,nao,-29.594636100000000,-56.816602849855500000000,"0,768","38,67"
4112108,Jandaia do Sul (PR),PR,nao,"627,99",21338,188,nao,-23.600390700000000,-51.64567400000000,"0,747","38,67"
4106605,Cruzeiro do Oeste (PR),PR,nao,"785,96",21199,779,nao,-23.783958200000000,-53.070942500000000,"0,717","38,67"
4219002,Urussanga (SC),SC,nao,868,21169,240,nao,-28.519138100000000,-49.320177600000000,"0,772","38,67"
1713205,Miracema do Tocantins (TO),TO,nao,1790,19040,2656,nao,-9.561793900000000,-48.396653600000000,"0,684","38,67"
